title,district,estate,unit_info,price,price_raw,build_area,usable_area,rooms,facing,property_type,decoration,views,features,agent,posted_time,url,year_built,yun,estate_facing
"業主急走,有價即走,大膽還價 真盤源SING",東涌,藍天海岸,第1期 第5座 中層 H室,650,售 $650 萬元,,490,2房,乾山巽向,私人屋苑,,,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897800,,,乾山巽向
[真盤員]可睇樓♡新鴻基♡特色平台天台♡四房雙套♡還有其他過千呎單位可以睇埋♡,元朗,峻巒,1B(PARK YOHO VENEZIA) 6B座 高層 B室,1700,"售 $1,700 萬元",,1309,4房,午山子向,私人屋苑,雅緻裝修,山景|園景|開揚景|河景,連天台,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897785,,,午山子向
東涌 東堤灣畔 | 6座 中層 D室,東涌,東堤灣畔,6座 中層 D室,670,售 $670 萬元,,531,2房,子山午向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897781,1999,,子山午向
"廳大房大,近地鐵站,樓下有商場非常方便",何文田,半山壹號,第二期(富甲半山) 半山徑20號 低層 20室,2100,"售 $2,100 萬元",,1137,3房,子山午向,私人屋苑,,,,中原地產,1日前,https://www.28hse.com/buy/apartment/property-3897773,,,子山午向
東涌 東堤灣畔 | 9座 低層 C室,東涌,東堤灣畔,9座 低層 C室,625,售 $625 萬元,,592,2房,乾山巽向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897762,1999,,乾山巽向
啟德 Oasis Kai Tak | 1座 高層 F室,啟德,Oasis Kai Tak,1座 高層 F室,1880,"售 $1,880 萬元",,752,3房,乾山巽向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897759,,,乾山巽向
500萬內選擇買少見少!投資自用兩佳宜,沙田,沙田中心,海寧 低層 C室,498,售 $498 萬元,,310,2房,卯山酉向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897752,,,卯山酉向
[真盤員] 新鴻基♡峻巒♡開揚景♡大一房♡ 大型會所任你玩♡ 還有其他兩房三房♡,元朗,峻巒,1B(PARK YOHO VENEZIA) 5B座 高層 C室,485,售 $485 萬元,,416,1房,卯山酉向,私人屋苑,雅緻裝修,山景|園景|開揚景|河景,有露台,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897741,,,卯山酉向
「獨家」映灣三期G 機場海 3房,東涌,映灣園,3期悅濤軒 10座 中層 G室,780,售 $780 萬元,,757,3房,卯山酉向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897740,2002,,卯山酉向
靚裝 市場呎價最抵 必走單位! V:sancheng627347,沙田,沙田中心,廣寧 中層 D室,608,售 $608 萬元,,378,2房,乾山巽向,私人屋苑,雅緻裝修,園景,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897738,,,乾山巽向
大角咀 港灣豪庭 | 2座 (1期) 高層 F室,大角咀,港灣豪庭,2座 (1期) 高層 F室,703,售 $703 萬元,,386,2房,子山午向,私人屋苑,雅緻裝修,開揚景|樓景|海景,,香港置業,1日前,https://www.28hse.com/buy/apartment/property-3897737,2003,七運,子山午向
荃灣 麗城花園 | 第二期 2座 中層 D室,荃灣,麗城花園,第二期 2座 中層 D室,650,售 $650 萬元,,668,3房,午山子向,私人屋苑,,,,美聯物業(麗城分行),1日前,https://www.28hse.com/buy/apartment/property-3897734,1988,七運,午山子向
啟德 嘉匯 | 8座 高層 A室,啟德,嘉匯,8座 高層 A室,8000,"售 $8,000 萬元",,1835,4房,午山子向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897731,,,午山子向
啟德 啟德1號(II) | 3座 高層 F室,啟德,啟德1號(II),3座 高層 F室,1250,"售 $1,250 萬元",,563,2房,卯山酉向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897726,,,卯山酉向
青衣 翠怡花園 | 2座 低層 G室,青衣,翠怡花園,2座 低層 G室,458,售 $458 萬元,,368,2房,卯山酉向,私人屋苑,,,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897709,1989,,卯山酉向
屯門市中心核心地段 即買即住 業主急走,屯門,錦華花園,B座 低層 5室,352,售 $352 萬元,,353,2房,卯山酉向,私人屋苑,,,,中原地產代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897706,,,卯山酉向
沙田 沙田第一城 | 5期 27座 中層 D室,沙田,沙田第一城,5期 27座 中層 D室,880,售 $880 萬元,,688,3房,乾山巽向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897690,1983,未知,乾山巽向
啟德 龍譽 | 1B座 低層 H室,啟德,龍譽,1B座 低層 H室,1060,"售 $1,060 萬元",,505,2房,子山午向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897687,,,子山午向
【必走單邊全海】東南煙花海景│地鐵站上蓋│歡迎即時約睇,青衣,盈翠半島,12座 中層 D室,1250,"售 $1,250 萬元",,653,3房,乾山巽向,私人屋苑,,開揚景|海景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897679,2000,,乾山巽向
"4 房 , 3 浴室 向西北 私人屋苑 長實 望海景 雅緻裝修 複式單位",馬鞍山,嵐岸,3座 中層,1820,"售 $1,820 萬元",,738,4房,乾山巽向,私人屋苑,雅緻裝修,海景,,世紀21奇豐海典灣,1日前,https://www.28hse.com/buy/apartment/property-3897672,2008,八運,乾山巽向
堅匙盤 啱啱減價至九百萬 歡迎隨時查詢,馬鞍山,銀湖天峰,5座 高層 E室,920,售 $920 萬元,,572,2房,子山午向,私人屋苑,,山景|開揚景,有會所|近地鐵站|近大型商場,中原地產代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897667,2009,,子山午向
粉嶺 粉嶺中心 | 第一期 G座 低層,粉嶺,粉嶺中心,第一期 G座 低層,420,售 $420 萬元,,368,2房,午山子向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897662,,,午山子向
@園景高層南向，開業景觀，自住首選@,東涌,東環,2期 2B座 高層,600,售 $600 萬元,,453,2房,子山午向,私人屋苑,,園景,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897649,2017,,子山午向
優越地段/環境清幽/馬鐵站/娛樂消閒近在咫尺...,馬鞍山,聽濤雅苑,4座 中層 F室,980,售 $980 萬元,,755,3房,乾山巽向,私人屋苑,雅緻裝修,園景|開揚景|市景,VR,中原地產代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897648,1997,七運,乾山巽向
馬鞍山 嘉華星濤灣 | 2座 高層 B室,馬鞍山,嘉華星濤灣,2座 高層 B室,830,售 $830 萬元,,541,2房,子山午向,私人屋苑,,開揚景|海景|河景,,中原地產代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897634,,,子山午向
**世紀21奇豐獨家代理**保證實盤*開揚靚景*即約即睇*,粉嶺,粉嶺中心,第一期 A座 高層 5室,470,售 $470 萬元,,368,2房,子山午向,私人屋苑,,,,世紀21奇豐粉中分行,1日前,https://www.28hse.com/buy/apartment/property-3897621,,,子山午向
【７厘回報】錦上路村口位 | 最強投資戰略 | 唔好走雞,【７厘回報】錦上路村口位,,最強投資戰略 | 唔好走雞,258,售 $258 萬元,,550,2房,子山午向,村屋,基本裝修,園景|開揚景,近地鐵站|優質校網|有露台,譽進置業有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897620,,,子山午向
Tracy楊小姐荀盤推介B積企理裝修,元朗,加州花園,第1C期(偉仕居) 米蘭徑 全幢,1380,"售 $1,380 萬元",,1377,3房,子山午向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897591,,,子山午向
[西沙王牌］海景2房～大型屋苑～舒適生活,大埔,Sierra Sea,1B期 Bleu Avenue第3座 高層,795,售 $795 萬元,,461,2房,午山子向,私人屋苑,,山景|開揚景|海景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897578,,,午山子向
670萬 超高層兩房 真盤實價 有匙 即睇,元朗,世宙,第3座 高層 G室,680,售 $680 萬元,,429,2房,卯山酉向,私人屋苑,雅緻裝修,開揚景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897577,2016,八運,卯山酉向
一線臨海/園林泳池無敵景觀/美景雙輝/盡收眼底...,馬鞍山,嵐岸,6座 中層 G室,1080,"售 $1,080 萬元",,755,3房,乾山巽向,私人屋苑,豪華裝修,園景|開揚景|海景|泳池景,VR,中原地產代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897575,2008,八運,乾山巽向
美聯獨家～即叫即睇～全香港唯一地鐵站正頂5xx兩房～睇啱價錢！,葵芳,新葵芳花園,E座 低層 6室,540,售 $540 萬元,,408,2房,午山子向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897567,,,午山子向
綠悅，罕有平台特色戶，連車位放盤,洪水橋,綠悅,樓宇 3 座 低層 C室,730,售 $730 萬元,,727,3房,乾山巽向,私人屋苑,,,連平台,中原地產,1日前,https://www.28hse.com/buy/apartment/property-3897557,,,乾山巽向
屯門 大興花園 | 第二期 1座 低層 A室,屯門,大興花園,第二期 1座 低層 A室,369,售 $369 萬元,,419,2房,乾山巽向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897554,1992,,乾山巽向
筍盤 高質素全新樓 極高層海景 即買即住 歡迎約睇,屯門(青山公路),黃金海灣,2期 第1座(1B) 高層,428,售 $428 萬元,,304,1房,子山午向,私人屋苑,豪華裝修,海景,,世紀21領都地產,1日前,https://www.28hse.com/buy/apartment/property-3897553,,,子山午向
東涌映灣性價比超高兩房推薦，業主急走，還價即成,東涌,映灣園,2期映濤軒 6座 低層 E室,580,售 $580 萬元,,540,2房,乾山巽向,私人屋苑,基本裝修,山景|園景|開揚景|樓景,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897543,2002,,乾山巽向
粉嶺 粉嶺中心 | 第一期 G座 低層,粉嶺,粉嶺中心,第一期 G座 低層,420,售 $420 萬元,,368,2房,午山子向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897541,,,午山子向
火炭 名日九肚山 | 1座 低層,火炭,名日九肚山,1座 低層,710,售 $710 萬元,,483,2房,卯山酉向,私人屋苑,,,,中原地產代理限公司,1日前,https://www.28hse.com/buy/apartment/property-3897535,,,卯山酉向
［2分鐘到東涌地鐵站］中層園景&山景·向南最保值,東涌,東堤灣畔,6座 中層 D室,670,售 $670 萬元,,531,2房,子山午向,私人屋苑,,,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897528,1999,,子山午向
可試 570 東南 超開揚 實盤 唔嘥你時間,元朗,峻巒,2C(PARK YOHO Milano) 35B座 中層 D室,580,售 $580 萬元,,504,2房,子山午向,私人屋苑,豪華裝修,山景|開揚景,有會所|近地鐵站|有露台,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897524,,,子山午向
＜＜獨家！東南大三房，靚價放售，性價比高，景觀開揚，裝修企理＞＞,荃灣,怡景園,1座 中層 D室,788,售 $788 萬元,,616,3房,乾山巽向,私人屋苑,基本裝修,開揚景,,中原地產代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897507,,,乾山巽向
粉嶺 碧湖花園 | 5座 高層 F室,粉嶺,碧湖花園,5座 高層 F室,445,售 $445 萬元,,400,2房,乾山巽向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897498,,,乾山巽向
屯門(青山公路) 愛琴海岸 | 1 座 中層 A室,屯門(青山公路),愛琴海岸,1 座 中層 A室,750,售 $750 萬元,,733,3房,子山午向,私人屋苑,,,,中原地產代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897497,,,子山午向
東涌 東堤灣畔 | 6座 中層 D室,東涌,東堤灣畔,6座 中層 D室,670,售 $670 萬元,,531,2房,子山午向,私人屋苑,,山景|開揚景,有會所|近地鐵站|近大型商場,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897492,1999,,子山午向
［西沙王牌］池海雙輝～大型屋苑主打2房～筍筍筍,大埔,Sierra Sea,1B期 Bleu Avenue第5座 中層,698,售 $698 萬元,,443,2房,乾山巽向,私人屋苑,,山景|開揚景|海景|泳池景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897489,,,乾山巽向
荃灣 海濱花園 | 海寧閣 (17座) 中層 F室,荃灣,海濱花園,海寧閣 (17座) 中層 F室,670,售 $670 萬元,,559,3房,乾山巽向,私人屋苑,雅緻裝修,,,君悅物業,1日前,https://www.28hse.com/buy/apartment/property-3897486,,,乾山巽向
[美聯專業推介] 景觀開揚 ，企理裝修，厘印100元,青衣,美景花園,7座 中層 H室,400,售 $400 萬元,,329,2房,子山午向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897477,1982,,子山午向
【 店在峻巒•最熟盤源】$828萬 { 荀 } 利嘉閣 謝絕假盤 真傾價錢!!,元朗,峻巒,1B(PARK YOHO VENEZIA) 6A座 中層 D室,850,售 $850 萬元,,724,3房,午山子向,私人屋苑,雅緻裝修,園景|開揚景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897472,,,午山子向
朗屏站出口天橋直達 印花稅$100蚊 首選,元朗,朗屏8號,2座 中層 B室,368,售 $368 萬元,,246,,子山午向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897464,2016,,子山午向
荃灣 海之戀 | 9座 高層 C室,荃灣,海之戀,9座 高層 C室,780,售 $780 萬元,,393,1房,卯山酉向,私人屋苑,,海景,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897461,2018,,卯山酉向
一線海景 高層之選 4房2套+工人房,馬鞍山,迎海,第二期(‧星灣) 第19座 高層 A室,2275,"售 $2,275 萬元",,1379,4房,午山子向,私人屋苑,雅緻裝修,開揚景|海景,有露台,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897458,2013,,午山子向
"*超筍臨海半新樓, 兩房600萬內, 只此一間, 內園池景, 即買即住即收租*",白石角,海日灣 II,10座 中層,578,售 $578 萬元,,403,2房,午山子向,私人屋苑,雅緻裝修,園景|泳池景,,御龍山地產,1日前,https://www.28hse.com/buy/apartment/property-3766537,,,午山子向
《三房低水 內園開揚 把握時機》,美孚,美孚新邨,第二期 百老匯街33號 低層 C室,698,售 $698 萬元,,622,3房,子山午向,私人屋苑,雅緻裝修,,VR,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897446,1968,未知,子山午向
屯門(青山公路) 上源 | 2B座 中層 (UG-9/20樓) J室,屯門(青山公路),上源,2B座 中層 (UG-9/20樓) J室,648,售 $648 萬元,,738,3房,午山子向,私人屋苑,,開揚景,,中原地產代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897444,2020,,午山子向
【峻巒】968萬 三房兩廁+工人套房，罕有單位，房大廳大，歡迎約看。,元朗,峻巒,1B(PARK YOHO VENEZIA) 5A座 中層 A室,1138,"售 $1,138 萬元",,945,3房,乾山巽向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897442,,,乾山巽向
$1100萬!激筍3房!!睇岩即再減!!只求出貨!!有票有驚喜!!!!!!!!,深水埗,愛海頌,2座 低層,1150,"售 $1,150 萬元",,723,3房,子山午向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897434,2020,八運,子山午向
(DH真盤源) 48X萬 拎包入住高層河景一房套 歡迎約看,沙田,沙田第一城,5期 52座 高層 C室,498,售 $498 萬元,,304,2房,乾山巽向,私人屋苑,,,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897433,1983,未知,乾山巽向
（實盤推介）激罕3房套！優質海景貨！,荃灣,翠豐臺,5座 中層 H室,860,售 $860 萬元,,628,3房,卯山酉向,私人屋苑,雅緻裝修,開揚景|海景,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897431,2003,七運,卯山酉向
天水圍 嘉湖山莊 | 第5期(麗湖居) 7座 低層 E室,天水圍,嘉湖山莊,第5期(麗湖居) 7座 低層 E室,418,售 $418 萬元,,446,2房,乾山巽向,私人屋苑,,,,中原地產代理限公司,1日前,https://www.28hse.com/buy/apartment/property-3897412,1992,七運,乾山巽向
《獨家盤》極高層有匙即睇 梗廚2房 $1245萬 有票可傾 34名校網 本週精選,啟德,啟德1號(II),3座 高層 F室,1250,"售 $1,250 萬元",,563,2房,午山子向,私人屋苑,雅緻裝修,,有會所|近地鐵站|近大型商場|優質校網|有露台,利嘉閣,1日前,https://www.28hse.com/buy/apartment/property-3897397,,,午山子向
筍價，超近地鐵和大型商場，大兩房一浴室，有鎖鑰快約睇,東涌,東堤灣畔,9座 低層 C室,650,售 $650 萬元,,592,2房,乾山巽向,私人屋苑,,,,中原地產代理限公司,1日前,https://www.28hse.com/buy/apartment/property-3897396,1999,,乾山巽向
"新地傑作, 半山洋房, 花園車房",沙田,壹號雲頂,第三期 雲頂別墅 洋房 6 全幢,6170,"售 $6,170 萬元",,2532,3房,卯山酉向,私人屋苑,,,VR,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897393,,,卯山酉向
元朗 朗城滙 | 1座 低層 E室,元朗,朗城滙,1座 低層 E室,538,售 $538 萬元,,325,1房,子山午向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897388,,,子山午向
【樂湖居｜靚裝修】 上車兩房 超優質,天水圍,嘉湖山莊,第1期(樂湖居) 5座 中層 E室,460,售 $460 萬元,,448,2房,乾山巽向,私人屋苑,,,,中原地產,1日前,https://www.28hse.com/buy/apartment/property-3897384,1992,七運,乾山巽向
【800萬盡試】業主急走【有票必有驚喜】,荔枝角,碧海藍天,5座 高層,838,售 $838 萬元,,510,2房,午山子向,私人屋苑,,,,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897380,,,午山子向
新鴻基超筍3房套連工人套，世外桃源泳池山景，巨廳雙邊落地玻璃，有匙即睇！,元朗,爾巒,茵羅洛斯大道 2座 低層,1100,"售 $1,100 萬元",,897,3房,子山午向,私人屋苑,雅緻裝修,,有會所|近地鐵站|近大型商場|有露台,利嘉閣,1日前,https://www.28hse.com/buy/apartment/property-3897376,,,子山午向
超筍價，超高層海景，三房兩浴室加儲物室，有興趣快約睇,東涌,藍天海岸,第1期 第2座 高層 A室,950,售 $950 萬元,,806,3房,午山子向,私人屋苑,,,,中原地產代理限公司,1日前,https://www.28hse.com/buy/apartment/property-3897361,,,午山子向
【真盤源】爾巒開陽2房梗廚明廁，飽覽綠油山景，有票可傾5XX萬！,元朗,爾巒,菲利提諾大道 8座 中層,600,售 $600 萬元,,466,2房,午山子向,私人屋苑,雅緻裝修,山景,有會所|近地鐵站|近大型商場,利嘉閣,1日前,https://www.28hse.com/buy/apartment/property-3897360,,,午山子向
新鴻基!~唯一海景複式5房套豪宅! 〈手快有〉還價即成!,美孚,曼克頓山,5座 高層 B室,8300,"售 $8,300 萬元",,2042,,乾山巽向,私人屋苑,豪華裝修,園景|開揚景|市景|海景,室內車位,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897353,,,乾山巽向
荔枝角 碧海藍天 | 1座 中層,荔枝角,碧海藍天,1座 中層,840,售 $840 萬元,,494,2房,乾山巽向,私人屋苑,雅緻裝修,,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897352,,,乾山巽向
獨家兩房筍盤！要快！立即聯絡我！,天水圍,栢慧豪園,2期(栢慧豪廷) 二期(栢慧豪廷)8座 中層,456,售 $456 萬元,,503,2房,卯山酉向,私人屋苑,,,,利嘉閣地產,1日前,https://www.28hse.com/buy/apartment/property-3897350,2008,,卯山酉向
超筍2房! 萬勿錯過! 快聯繫我!,天水圍,嘉湖山莊,第3期(翠湖居) 1座 中層,372,售 $372 萬元,,448,,乾山巽向,私人屋苑,,,,利嘉閣地產,1日前,https://www.28hse.com/buy/apartment/property-3897346,1992,七運,乾山巽向
獨家！全市場最平海悅豪園兩房 $62x萬收票！不是凶宅凶層 可以約睇,坑口,海悅豪園,1座 高層 D室,628,售 $628 萬元,,432,2房,乾山巽向,私人屋苑,,山景|園景|開揚景|泳池景,獨家盤,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897314,,,乾山巽向
【$738萬再傾！東南內園●業主急走】【有票必有驚喜】,荔枝角,泓景臺,6座 低層 H室,760,售 $760 萬元,,440,2房,子山午向,私人屋苑,雅緻裝修,園景,有會所|近地鐵站|近大型商場|有露台,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897313,,,子山午向
《457萬》 映御 細兩房 423呎 銀主盤,元朗,映御,1座 低層 D室,650,售 $650 萬元,,488,2房,卯山酉向,私人屋苑,雅緻裝修,開揚景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897306,2018,八運,卯山酉向
《457萬》 映御 細兩房 423呎 銀主盤,元朗,映御,1座 低層 D室,650,售 $650 萬元,,488,2房,卯山酉向,私人屋苑,雅緻裝修,開揚景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897301,2018,八運,卯山酉向
康城 Grand Marini | 第2A座 高層 A室,康城,Grand Marini,第2A座 高層 A室,1300,"售 $1,300 萬元",,731,3房,乾山巽向,私人屋苑,,,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897284,,,乾山巽向
荔枝角 泓景臺 | 6座 低層 H室,荔枝角,泓景臺,6座 低層 H室,770,售 $770 萬元,,440,2房,子山午向,私人屋苑,,,,中原地產-泓景臺分行,1日前,https://www.28hse.com/buy/apartment/property-3897283,,,子山午向
【世紀21獨家盤】近鐵路 位置優越 +開揚景 有匙,粉嶺,粉嶺中心,第二期 H座 低層,460,售 $460 萬元,,366,2房,子山午向,私人屋苑,,開揚景,獨家盤,世紀21奇豐粉中分行,1日前,https://www.28hse.com/buy/apartment/property-3897279,,,子山午向
實盤實價 市中心筍盤 【上車/收租精選】 ㊣專業貼心一站式服務㊣,屯門,屯門市廣場,2座 低層 F室,390,售 $390 萬元,,326,1房,卯山酉向,私人屋苑,雅緻裝修,山景,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897277,1987,七運,卯山酉向
可試38x！業主移民急讓！優質兩房單位,屯門,御半山,1期 1B座 中層 G室,445,售 $445 萬元,,386,2房,子山午向,私人屋苑,雅緻裝修,園景,有會所|近地鐵站|近大型商場|優質校網|有露台,美聯物業代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897276,2019,,子山午向
又一村 畢架山峰 | 屋苑 1座 高層 B室,又一村,畢架山峰,屋苑 1座 高層 B室,3800,"售 $3,800 萬元",,1459,4房,乾山巽向,私人屋苑,雅緻裝修,,,中原地產,1日前,https://www.28hse.com/buy/apartment/property-3897273,,,乾山巽向
(減價$1260萬）正北水三房半｜罕有高層,馬鞍山,銀湖天峰,5座 中層 A室,1320,"售 $1,320 萬元",,797,3房,午山子向,私人屋苑,,海景,有會所|近地鐵站|有露台|VR,中原地產代理限公司,1日前,https://www.28hse.com/buy/apartment/property-3897271,2009,,午山子向
馬鞍山 聽濤雅苑 | 6座 中層 E室,馬鞍山,聽濤雅苑,6座 中層 E室,740,售 $740 萬元,,526,2房,乾山巽向,私人屋苑,,開揚景|海景,,中原地產代理有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897258,1997,七運,乾山巽向
【複式連內廁】可連租約6厘回報，直借按揭，只需60萬首期,葵涌,I CITY,高層,206,售 $206 萬元,444,,2房,乾山巽向,,,山景|開揚景|海景|泳池景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/office/property-3897256,,,乾山巽向
《美聯經理推介》 該屋苑最荀價錢入場 有支票幫你盡傾,青衣,青華苑,華璇閣(B座) 中層 8室,330,售 $330 萬元,,363,2房,乾山巽向,居屋,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897250,1986,,乾山巽向
[[優質盤]] 位置靚 景觀佳 必睇,元朗,村屋,獨立屋 全幢,388,售 $388 萬元,,630,3房,乾山巽向,村屋,豪華裝修,,,尚方置業有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897242,,,乾山巽向
《實盤筍盤》比票可傾可試約睇 yoho站上蓋項目 1房$625萬 本週火速成交,元朗,The YOHO Hub,B期 2座 低層,625,售 $625 萬元,,349,1房,乾山巽向,私人屋苑,雅緻裝修,山景|園景|開揚景,近地鐵站|近大型商場|有露台,利嘉閣,1日前,https://www.28hse.com/buy/apartment/property-3897240,,,乾山巽向
元朗 錦繡花園 | 獨立屋 全幢,元朗,錦繡花園,獨立屋 全幢,1080,"售 $1,080 萬元",,848,3房,乾山巽向,獨立屋,,,,金恆地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3825165,,,乾山巽向
◇ ◇ 極稀有 樓皇◆東南維港✧煙花海景✧極高層 相熟業主,青衣,盈翠半島,12座 高層,1650,"售 $1,650 萬元",,788,4房,乾山巽向,私人屋苑,,開揚景|海景,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897218,2000,,乾山巽向
《美聯Oscar推介》 靚裝兩房 即買即住 有票幫你盡傾,青衣,美景花園,7座 中層 H室,400,售 $400 萬元,,329,2房,子山午向,私人屋苑,,,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897213,1982,,子山午向
