title,district,estate,unit_info,price,price_raw,build_area,usable_area,rooms,facing,property_type,decoration,views,features,agent,posted_time,url,year_built,yun,estate_facing
有票可傾788萬 Yoho專家 搵我絕對真實,元朗,Grand YOHO,第一期 1座 低層,810,售 $810 萬元,,507,2房,卯山酉向,私人屋苑,豪華裝修,,有會所|近地鐵站|近大型商場|有露台,利嘉閣,1日前,https://www.28hse.com/buy/apartment/property-3897211,2017,,卯山酉向
【精選上車筍盤】新鴻基半新樓·開陽北望神州！巨廳巨房超實用！月內必走！有匙即約睇,元朗,映御,1座 中層 H室,450,售 $450 萬元,,374,1房,卯山酉向,私人屋苑,,山景|開揚景|河景,有會所|近大型商場|優質校網|有露台,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897207,2018,八運,卯山酉向
美孚 美孚新邨 | 第二期 百老匯街33號 低層 C室,美孚,美孚新邨,第二期 百老匯街33號 低層 C室,698,售 $698 萬元,,622,3房,子山午向,私人屋苑,雅緻裝修,,,中原地產-南昌分行A組,1日前,https://www.28hse.com/buy/apartment/property-3897205,1968,未知,子山午向
元朗 世宙 | 第2座 高層 G室,元朗,世宙,第2座 高層 G室,678,售 $678 萬元,,429,2房,卯山酉向,私人屋苑,,,,中原地產代理限公司,1日前,https://www.28hse.com/buy/apartment/property-3897199,2016,八運,卯山酉向
有票可傾740萬 峻巒專組 搵我絕對真實,元朗,峻巒,2B(PARK YOHO Napoli) 26座 中層,840,售 $840 萬元,,733,3房,子山午向,私人屋苑,豪華裝修,,有會所|有露台,利嘉閣,1日前,https://www.28hse.com/buy/apartment/property-3897189,,,子山午向
[真實盤源 店在朗8］低過640都係騙你,元朗,朗屏8號,1座 中層 H室,640,售 $640 萬元,,481,2房,午山子向,私人屋苑,,園景|開揚景|泳池景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897185,2016,,午山子向
［真實盤源 店在世宙］有票可傾665 ！即約即睇,元朗,世宙,第2座 高層 G室,680,售 $680 萬元,,429,2房,卯山酉向,私人屋苑,雅緻裝修,園景|開揚景|泳池景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897180,2016,八運,卯山酉向
[最平筍盤]藍澄灣 方廳實用企理 環境清幽 還價即成 可睇樓,青衣,藍澄灣,3座 低層 E室,738,售 $738 萬元,,690,3房,卯山酉向,私人屋苑,,,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897167,2000,,卯山酉向
@上車筍盤推介◆ 全屋靚裝 。即買即享受 。睇岩幫你傾,青衣,青怡花園,1座 中層,500,售 $500 萬元,,343,2房,卯山酉向,私人屋苑,雅緻裝修,開揚景,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897166,1986,,卯山酉向
九龍站 凱旋門 | 2A座 (映月閣) 高層,九龍站,凱旋門,2A座 (映月閣) 高層,5500,"售 $5,500 萬元",,1017,3房,乾山巽向,私人屋苑,,海景,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897160,,,乾山巽向
尖沙咀 Grand Austin | GRAND AUSTIN 1座 C室 中層,尖沙咀,Grand Austin,GRAND AUSTIN 1座 C室 中層,4500,"售 $4,500 萬元",,1196,4房,子山午向,私人屋苑,,開揚景|海景,VR|室內車位,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897159,,,子山午向
JL即走筍盤•$100印花稅•仲要高層勁開楊•把握機會,青衣,美景花園,7座 中層 H室,400,售 $400 萬元,,329,2房,午山子向,私人屋苑,,,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897152,1982,,午山子向
精選賣盤｜四房兩套複式連天台包車位｜罕有特色單位,啟德,Monaco,第2期(Grande ) 低座D座 高層 A室,5300,"售 $5,300 萬元",,1543,4房,卯山酉向,私人屋苑,,,,利嘉閣地產有限公司,1日前,https://www.28hse.com/buy/apartment/property-3897150,,,卯山酉向
@新盤筍盤推介◆ $100印花稅 。開揚景觀 。上車首選 。相熟業主,青衣,美景花園,7座 中層,400,售 $400 萬元,,329,2房,子山午向,私人屋苑,基本裝修,開揚景,,美聯物業,1日前,https://www.28hse.com/buy/apartment/property-3897141,1982,,子山午向
沙田 沙田中心 | 安寧 中層 A室,沙田,沙田中心,安寧 中層 A室,600,售 $600 萬元 +,,390,2房,乾山巽向,私人屋苑,,園景|開揚景|河景,獨家盤,中原地產,1日前,https://www.28hse.com/buy/apartment/property-3897139,,,乾山巽向
業主換校網出九龍 割愛靚裝修贈有緣人 約多四五個單位出黎比較埋啦,屯門,華都花園,3座 中層 B室,378,售 $378 萬元,,412,2房,乾山巽向,私人屋苑,,山景|開揚景,,中原地產代理限公司,2日前,https://www.28hse.com/buy/apartment/property-3897093,,,乾山巽向
海之戀最平2房放賣，920萬站顶海景,荃灣,海之戀,‧愛炫美 3B座 低層 B室,920,售 $920 萬元,,506,2房,卯山酉向,私人屋苑,,海景,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3897089,2018,,卯山酉向
【終極筍盤】真。行元朗西鐵站零距離三樓連天台548萬,元朗,元朗村屋,全層 高層,528,售 $528 萬元,,521,2房,子山午向,村屋,豪華裝修,開揚景,,聚富物業有限公司,2日前,https://www.28hse.com/buy/apartment/property-3805146,,,子山午向
(晉誠地產全部真盤) 有匙即看！2房向南園池！53X萬收票《誠邀各業主委託放盤》,屯門(青山公路),黃金海灣,2期 第1座(1B) 低層,549,售 $549 萬元,,441,2房,子山午向,私人屋苑,,園景|泳池景,有會所|近大型商場|有露台,晉誠地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3897067,,,子山午向
《香港置業推介》清淨內園雅緻裝修帶行李入住，寫意悠閒生活享受，速電RITASIT,馬灣,珀麗灣,第1期 10座 低層 F室,568,售 $568 萬元,,531,2房,卯山酉向,私人屋苑,雅緻裝修,,,香港置業,2日前,https://www.28hse.com/buy/apartment/property-3897048,,,卯山酉向
2房海景.100真盤.歡迎打開VR視察室內,奧運,凱帆軒,2座 中層 C室,790,售 $790 萬元,,426,2房,子山午向,私人屋苑,,,VR,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3897044,,,子山午向
《香港置業小吳獨家推介》靚裝東南大兩房 有票可傾!低水買樓 即買即賺!,馬灣,珀麗灣,第3期 19座 低層,530,售 $530 萬元,,532,2房,乾山巽向,私人屋苑,豪華裝修,園景|開揚景,有會所|有露台,香港置業,2日前,https://www.28hse.com/buy/apartment/property-3897042,,,乾山巽向
想搵有交通方便/又要有商場配套/仲要有埋無敵大海景...仲駛乜週圍睇？,馬鞍山,新港城,5期( 海濤居 ) 海濤居 1座 高層 A室,1488,"售 $1,488 萬元 +",,932,3房,卯山酉向,私人屋苑,豪華裝修,開揚景|海景|泳池景,VR,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3897040,1993,,卯山酉向
《中原最齊盤》●●靚裝三房【一買即住】家庭客必睇,荃灣,荃灣廣場,2座 低層 B室,828,售 $828 萬元,,552,3房,卯山酉向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3897039,,,卯山酉向
豪裝3房.$14××萬！！！可約睇.歡迎打開VR視察室內.,奧運,柏景灣,第二期(帝柏海灣) 第5座 低層 C室,1500,"售 $1,500 萬元",,695,3房,子山午向,私人屋苑,,,VR,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3897030,2001,七運,子山午向
風光無限/休憩恬靜/舒適生活/盡在於此...,大埔,Sierra Sea,1B期 Bleu Avenue第5座 低層 J室,700,售 $700 萬元,,443,2房,子山午向,私人屋苑,豪華裝修,開揚景|海景|泳池景,VR,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896983,,,子山午向
@美聯推介 超筍大兩房 市場唯一靚裝 即買即住即享受 上車客切勿錯過,馬灣,珀麗灣,第1期 10座 低層 F室,568,售 $568 萬元,,531,2房,卯山酉向,私人屋苑,,園景|開揚景,有會所|近大型商場|優質校網,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896977,,,卯山酉向
"約定你,必需睇睇（$ 135x萬沙田區站上蓋3房) 步行30秒直達月台 租也歡迎",大圍,溱岸8號,5座 低層,1360,"售 $1,360 萬元",,729,3房,乾山巽向,私人屋苑,,,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896974,2015,,乾山巽向
沙田 沙田中心 | 佳寧 中層 B室,沙田,沙田中心,佳寧 中層 B室,550,售 $550 萬元,,347,2房,午山子向,私人屋苑,雅緻裝修,開揚景,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896968,,,午山子向
天水圍 慧景軒 | 1座 低層 G室,天水圍,慧景軒,1座 低層 G室,675,售 $675 萬元,,666,3房,乾山巽向,私人屋苑,,,,美联物业,2日前,https://www.28hse.com/buy/apartment/property-3896967,2004,,乾山巽向
沙田 沙田中心 | 新寧 中層 H室,沙田,沙田中心,新寧 中層 H室,460,售 $460 萬元,,292,開放式,卯山酉向,私人屋苑,雅緻裝修,開揚景,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896958,,,卯山酉向
實盤＊可試980萬＊歡迎查詢 有裝修3房套,青衣,灝景灣,1座 低層 B室,1050,"售 $1,050 萬元",,674,3房,丑山未向,私人屋苑,,,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896956,1998,七運,丑山未向
Matthew推介＊高層向南海景＊＊3房套 優質單位 平價賣 有匙即睇,青衣,盈翠半島,12座 中層 D室,1250,"售 $1,250 萬元",,653,3房,乾山巽向,私人屋苑,,開揚景|海景,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896948,2000,,乾山巽向
馬灣 珀麗灣 | 第3期 19座 中層 E室,馬灣,珀麗灣,第3期 19座 中層 E室,520,售 $520 萬元,,490,2房,乾山巽向,私人屋苑,,,,香港置業,2日前,https://www.28hse.com/buy/apartment/property-3896939,,,乾山巽向
Eliane推介＊有匙即睇＊最筍2房 自住/收租一流 歡迎約睇,青衣,翠怡花園,2座 低層 G室,458,售 $458 萬元,,368,2房,卯山酉向,私人屋苑,,,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896937,1989,,卯山酉向
元朗 朗屏8號 | 1座 低層 H室,元朗,朗屏8號,1座 低層 H室,610,售 $610 萬元,,481,2房,卯山酉向,私人屋苑,雅緻裝修,園景,有露台|VR,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896934,2016,,卯山酉向
{有VR} 罕有新裝 有匙即睇 東南海景連車位,荃灣,恆麗園,1座 低層 A室,668,售 $668 萬元,,593,3房,乾山巽向,私人屋苑,,,VR,美聯物業(麗城分行),2日前,https://www.28hse.com/buy/apartment/property-3896925,,,乾山巽向
｛全權獨家｝ 罕有高層海景 實用兩房,荃灣,翠濤閣,2座 高層 C室,490,售 $490 萬元,,477,2房,午山子向,私人屋苑,,開揚景|海景,,美聯物業(麗城分行),2日前,https://www.28hse.com/buy/apartment/property-3896918,,,午山子向
【真盤源】【獨家】筍筍筍特大兩房，開揚景，即約即睇,啟德,天璽天,1期 第5座 高層 F室,1450,"售 $1,450 萬元",,459,2房,午山子向,私人屋苑,,,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896898,,,午山子向
傲凱！超特色單位！頂層海景1房！歡迎看！ 不連天台！8分鐘 南昌站！,深水埗,傲凱,高層 A室,508,售 $508 萬元,,287,1房,子山午向,私人屋苑,豪華裝修,園景|開揚景|樓景|市景,有露台,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896892,,,子山午向
至高無上 得天獨厚 君臨天下 整個迎海星灣最靚海景位,馬鞍山,迎海,第二期(‧星灣) 第19座 高層 A室,2275,"售 $2,275 萬元",,1379,4房,午山子向,私人屋苑,雅緻裝修,開揚景|海景,室內車位,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896886,2013,,午山子向
【高層東南 豪裝全屋水電換晒 一勞永逸】,美孚,美孚新邨,第一期 百老匯街21號 高層 C室,749,售 $749 萬元,,639,2房,子山午向,私人屋苑,豪華裝修,,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896882,1968,未知,子山午向
[真盤源］啟德城中心兩房開廚！鄰近地鐵站！有匙引看！,啟德,嘉匯,1座 低層 E室,850,售 $850 萬元,,453,2房,子山午向,私人屋苑,基本裝修,樓景,有會所|近地鐵站|近大型商場|有露台,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896874,,,子山午向
{全權獨家} {VR} 罕有高層向南 有匙即睇,荃灣,麗城花園,第二期 7座 高層 H室,720,售 $720 萬元,,668,3房,午山子向,私人屋苑,雅緻裝修,海景,VR|獨家盤,美聯物業(麗城分行),2日前,https://www.28hse.com/buy/apartment/property-3896873,1988,七運,午山子向
好運中心 河景2房 高層 電梯到 筍盤只得一間,沙田,好運中心,D1座 ( 竹林閣 ) 高層 F室,538,售 $538 萬元,,334,2房,乾山巽向,私人屋苑,豪華裝修,河景,近地鐵站|近大型商場,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896872,1983,未知,乾山巽向
【內園罕放 靚裝三房套 家庭之選】,美孚,美孚新邨,第四期 百老匯街83號 中層 C室,800,售 $800 萬元,,666,3房,子山午向,私人屋苑,,,VR,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896864,1968,未知,子山午向
屯門 叠茵庭 | 第一期 4座 中層 A室,屯門,叠茵庭,第一期 4座 中層 A室,395,售 $395 萬元,,376,2房,子山午向,私人屋苑,雅緻裝修,,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896859,1999,,子山午向
《靚裝巨廳!!! 一見傾心 高層位靚》,美孚,美孚新邨,第四期 百老匯街81號 高層 A室,820,售 $820 萬元,,664,2房,子山午向,私人屋苑,豪華裝修,市景,VR,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896857,1968,未知,子山午向
兆康站 學區房 罕有特色連天台 三房 有匙引看,屯門,叠茵庭,第一期 4座 高層,580,售 $580 萬元,,499,3房,卯山酉向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896856,1999,,卯山酉向
荔枝角 宇晴軒 | 6座 高層 E室,荔枝角,宇晴軒,6座 高層 E室,918,售 $918 萬元,,484,2房,卯山酉向,私人屋苑,,開揚景,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896854,2004,,卯山酉向
【東南4房】 鄰近地鐵站衣食住行樣樣齊【何文田校】,何文田,半山壹號,第一期 半山徑26號 低層 26室,3250,"售 $3,250 萬元",,1662,4房,乾山巽向,私人屋苑,,開揚景,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896853,,,乾山巽向
馬鞍山 翠擁華庭 | 9座 低層 A室,馬鞍山,翠擁華庭,9座 低層 A室,888,售 $888 萬元 +,,751,4房,卯山酉向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896850,2000,,卯山酉向
南昌 匯璽 | II(3期) 3A座 低層 B室,南昌,匯璽,II(3期) 3A座 低層 B室,3500,"售 $3,500 萬元",,1320,4房,子山午向,私人屋苑,,園景|開揚景|市景|海景,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896847,2019,,子山午向
居高临下！特高4.5米楼底！矜罕复式连天台+天池屋+车位！有匙即睇！,大角咀,亮賢居,高層 B室,4980,"售 $4,980 萬元",,2358,4房,午山子向,私人屋苑,,,VR,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896837,,,午山子向
藍天海岸水藍天獨立屋 園景開揚 近港鐵東涌站,東涌,藍天海岸,第2期(水藍天) 全幢,2980,"售 $2,980 萬元",,1717,3房,子山午向,私人屋苑,雅緻裝修,,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896810,,,子山午向
可試$9XX【給家人最好的！映灣園 3 期 3 房大宅 】銀行估凸價,東涌,映灣園,3期悅濤軒 9座 低層,1380,"售 $1,380 萬元",,918,3房,午山子向,私人屋苑,豪華裝修,泳池景,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896806,2002,,午山子向
【手慢無！東涌地鐵上蓋 3房+工人房】,東涌,東堤灣畔,7座 低層,840,售 $840 萬元,,813,3房,午山子向,私人屋苑,,,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896800,1999,,午山子向
[真盤源］啟德城中心兩房梗廚！間隔實用！有匙引看！,啟德,龍譽,1B座 低層 H室,1060,"售 $1,060 萬元",,505,2房,子山午向,私人屋苑,基本裝修,樓景,有會所|近地鐵站|近大型商場|有露台,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896787,,,子山午向
[真盤源］啟德城中心兩房開廚明廁！站上蓋！全新傢俬！有匙引看！,啟德,天璽天,1期 第5座 中層 B8室,1280,"售 $1,280 萬元",,460,2房,午山子向,私人屋苑,雅緻裝修,樓景,有會所|近地鐵站|近大型商場|有露台,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896770,,,午山子向
大劈價495萬！《中原地產》專組同事謝絕假盤 熟盤/貼市/一定幫到你 歡迎查詢,元朗,峻巒,1C(PARK YOHO SICILIA) 1A座 高層,632,售 $632 萬元,,628,1房,卯山酉向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896767,,,卯山酉向
大劈價495萬！《中原地產》專組同事謝絕假盤 熟盤/貼市/一定幫到你 歡迎查詢,元朗,峻巒,1C(PARK YOHO SICILIA) 1A座 高層,632,售 $632 萬元,,628,1房,卯山酉向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896766,,,卯山酉向
大劈價495萬！《中原地產》專組同事謝絕假盤 熟盤/貼市/一定幫到你 歡迎查詢,元朗,峻巒,1C(PARK YOHO SICILIA) 1A座 高層,632,售 $632 萬元,,628,1房,卯山酉向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896764,,,卯山酉向
映灣園性價比超高兩房單位放售 手快有，手慢無,東涌,映灣園,1期賞濤軒 3座 中層 C室,540,售 $540 萬元,,495,2房,乾山巽向,私人屋苑,,山景|園景|開揚景|樓景,有會所|優質校網,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896763,2002,,乾山巽向
【CLARY荀盤推介】罕有大窗正池園三房套,青衣,灝景灣,1座 低層 B室,1050,"售 $1,050 萬元",,674,3房,丑山未向,私人屋苑,,,VR,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896758,1998,七運,丑山未向
《中原地產》專組同事 謝絕假盤 熟盤/貼市/一定幫到你 歡迎查詢,元朗,雍翠豪園,1座 中層,558,售 $558 萬元,,443,2房,午山子向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896748,,,午山子向
澳南系列，罕有梗廚放賣，歡迎預約睇樓,將軍澳,The Parkside,1A座 中層 C室,980,售 $980 萬元,,508,2房,午山子向,私人屋苑,,,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896737,,,午山子向
馬鞍山 迎海 | 第三期(‧星灣御) 25座 中層 H室,馬鞍山,迎海,第三期(‧星灣御) 25座 中層 H室,1480,"售 $1,480 萬元",,767,2房,午山子向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896728,2013,,午山子向
九龍站 天璽 | 第1期 星鑽璽 中層,九龍站,天璽,第1期 星鑽璽 中層,2150,"售 $2,150 萬元",,637,2房,子山午向,私人屋苑,,,,領高地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896727,2009,八運,子山午向
【$948萬再傾！正南大則兩房！】【有票有驚喜】,荔枝角,昇悅居,1座 高層,968,售 $968 萬元,,517,2房,子山午向,私人屋苑,雅緻裝修,開揚景,有會所|近地鐵站|近大型商場,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896720,2003,七運,子山午向
馬鞍山 迎海 | 第一期 第1座 低層 A室,馬鞍山,迎海,第一期 第1座 低層 A室,760,售 $760 萬元,,496,1房,乾山巽向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896714,2013,,乾山巽向
奧運 浪澄灣 | 3座 中層 C室,奧運,浪澄灣,3座 中層 C室,988,售 $988 萬元,,549,2房,子山午向,私人屋苑,,開揚景,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896704,2006,八運,子山午向
馬鞍山 迎海 | 第四期(‧駿岸) 6座 低層 G室,馬鞍山,迎海,第四期(‧駿岸) 6座 低層 G室,840,售 $840 萬元,,553,3房,子山午向,私人屋苑,,,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896699,2013,,子山午向
屯門 御半山 | 1期 1A座 低層 H室,屯門,御半山,1期 1A座 低層 H室,460,售 $460 萬元,,388,1房,卯山酉向,私人屋苑,,,,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896695,2019,,卯山酉向
《永久海景 特高樓底 彩光度高 全屋苑最優質》,東涌,東環,2期 1A座 高層 1室,850,售 $850 萬元,,639,3房,午山子向,私人屋苑,雅緻裝修,海景,獨家盤,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896683,2017,,午山子向
《靚裝》 唔洗500萬 嘉湖三房 真實盤 可約睇,天水圍,嘉湖山莊,第7期(景湖居) 9座 低層,500,售 $500 萬元,,546,3房,乾山巽向,私人屋苑,雅緻裝修,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896682,1992,七運,乾山巽向
🆅🆁✚▛最新放盤必走𝟐房▟✚靚裝市景✚有VR有影片睇樓✚保證實盤✚歡迎致電,荃灣,環宇海灣,第8座 中層 D室,730,售 $730 萬元,,482,2房,午山子向,私人屋苑,雅緻裝修,山景|開揚景|樓景|市景,有露台|VR,中原地產代理限公司,2日前,https://www.28hse.com/buy/apartment/property-3896681,,,午山子向
業主誠意推介 海景三房 換樓至愛,奧運,浪澄灣,2座 高層 A室,2000,"售 $2,000 萬元",,842,3房,子山午向,私人屋苑,,海景,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896680,2006,八運,子山午向
"特色天際大宅, 空中花園,私人泳池",沙田,嘉御山,屋苑 2 座 高層 B室,4280,"售 $4,280 萬元",,2295,4房,子山午向,私人屋苑,,,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896677,,,子山午向
屯門 Novo Land | 2B期 Arreso 2座 低層 G室,屯門,Novo Land,2B期 Arreso 2座 低層 G室,410,售 $410 萬元,,298,1房,子山午向,私人屋苑,,,,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896667,,,子山午向
白石角 天賦海灣 | 第15座 高層,白石角,天賦海灣,第15座 高層,1838,"售 $1,838 萬元",,1348,4房,卯山酉向,私人屋苑,雅緻裝修,,優質校網,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896661,2013,,卯山酉向
極罕 東南高層 “可試420萬 “景觀開陽,天水圍,嘉湖山莊,第5期(麗湖居) 10座 高層,430,售 $430 萬元,,442,2房,乾山巽向,私人屋苑,,開揚景,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896658,1992,七運,乾山巽向
內園兩房，清幽寧靜，臨近地鐵站、商場，交通方便,青衣,灝景灣,9座 低層 G室,880,售 $880 萬元,,499,2房,丑山未向,私人屋苑,,,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896655,1998,七運,丑山未向
東涌 映灣園 | 2期映濤軒 8座 高層 D室,東涌,映灣園,2期映濤軒 8座 高層 D室,740,售 $740 萬元,,637,3房,乾山巽向,私人屋苑,,山景,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896646,2002,,乾山巽向
^人見人愛簡約裝修^有心求賣^實盤可約睇^即買即住^,大角咀,港灣豪庭,7座 (2期) 高層,600,售 $600 萬元,,368,1房,子山午向,私人屋苑,雅緻裝修,開揚景|市景,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896643,2003,七運,子山午向
"未補地價 1 房 , 1 浴室 向西 居屋 望山景 望園景 望開揚景 望市景",牛池灣,彩興苑,A座 高層,435,售 $435 萬元,,368,1房,卯山酉向,居屋,,山景|園景|開揚景|市景,,凱樂物業有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896642,,,卯山酉向
屯門 御半山 | 2期 2A座 高層 E室,屯門,御半山,2期 2A座 高層 E室,450,售 $450 萬元,,378,2房,子山午向,私人屋苑,,,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896641,2019,,子山午向
"1 房 , 1 浴室 向北 私人屋苑 嘉華 望園景 雅緻裝修",啟德,嘉匯,9座 高層,698,售 $698 萬元,,377,1房,午山子向,私人屋苑,雅緻裝修,園景,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896634,,,午山子向
^同區性價比之皇^實用兩房^基座有商場^匙盤即睇萬勿錯過^,大角咀,港灣豪庭,10座 (2期) 低層,560,售 $560 萬元,,347,2房,子山午向,私人屋苑,,,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896628,2003,七運,子山午向
【CLARY荀盤推介】全屋靚裝修 中層開揚 拎包即住,青衣,青華苑,華璇閣(B座) 中層 15室,400,售 $400 萬元,,394,2房,卯山酉向,居屋,雅緻裝修,開揚景,VR,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896621,1986,,卯山酉向
【豪裝近公園 三房靚則 把握時機】,美孚,美孚新邨,第八期 百老匯街110號 高層 B室,950,售 $950 萬元,,823,3房,子山午向,私人屋苑,雅緻裝修,,VR,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896608,1968,未知,子山午向
